epoch,dice_loss,loss,val_dice_loss,val_loss
0,0.9226458072662354,1.1403160095214844,0.910904049873352,0.9954802393913269
1,0.677677571773529,0.7442713975906372,0.5625077486038208,0.6256735920906067
2,0.46221521496772766,0.5133147835731506,0.4520946145057678,0.5071213841438293
3,0.40311023592948914,0.4518393874168396,0.4843749701976776,0.5467441082000732
4,0.37855228781700134,0.427139550447464,0.34310176968574524,0.39052432775497437
5,0.3531005382537842,0.3997555077075958,0.3501046299934387,0.39990752935409546
6,0.3337486982345581,0.3774876892566681,0.38363686203956604,0.4423929452896118
7,0.312646746635437,0.3539157211780548,0.30860891938209534,0.3549363911151886
8,0.30763834714889526,0.3485741913318634,0.3229149281978607,0.3705320954322815
9,0.29907894134521484,0.3396168351173401,0.3044981360435486,0.3469938337802887
10,0.2867365777492523,0.3249996304512024,0.3303613066673279,0.3766756057739258
11,0.2737182080745697,0.3098590672016144,0.6840339303016663,0.7926180362701416
12,0.27796074748039246,0.3156280815601349,0.275585412979126,0.3126274049282074
13,0.25573408603668213,0.29085773229599,0.2488967925310135,0.2836967706680298
14,0.2552608251571655,0.2900483012199402,0.26647287607192993,0.30229371786117554
15,0.256855309009552,0.29069769382476807,0.26764848828315735,0.3035992681980133
16,0.2412690371274948,0.2741261422634125,0.23805451393127441,0.2704664468765259
17,0.23757173120975494,0.27022528648376465,0.24460382759571075,0.27867352962493896
18,0.24464480578899384,0.2767833471298218,0.24368248879909515,0.27988898754119873
19,0.23859238624572754,0.2700582444667816,0.3921454846858978,0.4665467143058777
20,0.2342696636915207,0.26548951864242554,0.23920629918575287,0.2764774262905121
21,0.22500301897525787,0.2550086975097656,0.2220536470413208,0.25409796833992004
22,0.22600120306015015,0.25595623254776,0.2278216928243637,0.2615157961845398
23,0.21987858414649963,0.247253879904747,0.2312772423028946,0.2618533968925476
24,0.21508294343948364,0.24379602074623108,0.24764394760131836,0.2812573313713074
25,0.21621660888195038,0.2448939085006714,0.2836804687976837,0.3292456269264221
26,0.21376848220825195,0.23972170054912567,0.24531380832195282,0.28352054953575134
27,0.21186299622058868,0.24012525379657745,0.21977196633815765,0.25267669558525085
28,0.2064136415719986,0.2333032339811325,0.22352981567382812,0.25750935077667236
29,0.19887328147888184,0.22534339129924774,0.2296483814716339,0.26482078433036804
30,0.20449431240558624,0.23116225004196167,0.21184776723384857,0.2410920113325119
31,0.20001989603042603,0.22663480043411255,0.22236593067646027,0.2544093132019043
32,0.19555707275867462,0.22126424312591553,0.22754666209220886,0.2596248388290405
33,0.19218020141124725,0.21709933876991272,0.25120747089385986,0.28750112652778625
34,0.1937941461801529,0.21942800283432007,0.1967846304178238,0.22145019471645355
35,0.19065871834754944,0.21515311300754547,0.2522197365760803,0.3010196089744568
36,0.19090543687343597,0.21622703969478607,0.1880110800266266,0.2160807102918625
37,0.1843239665031433,0.2082088589668274,0.22067376971244812,0.2510144114494324
38,0.1878412663936615,0.21241173148155212,0.1876101791858673,0.21230581402778625
39,0.18038907647132874,0.20233172178268433,0.17317940294742584,0.19429440796375275
40,0.1844058632850647,0.2086849808692932,0.28808870911598206,0.34207913279533386
41,0.17799335718154907,0.2016756236553192,0.17723523080348969,0.2028106302022934
42,0.17178340256214142,0.19426634907722473,0.1693427413702011,0.1932571679353714
43,0.17298460006713867,0.19550634920597076,0.24982504546642303,0.2896636128425598
44,0.17185747623443604,0.1942833513021469,0.2308405339717865,0.2689312696456909
45,0.1679559201002121,0.19016604125499725,0.16946901381015778,0.1926518976688385
46,0.17179007828235626,0.19382624328136444,0.18030044436454773,0.20498992502689362
47,0.17005440592765808,0.19170765578746796,0.18435905873775482,0.21180693805217743
48,0.17450807988643646,0.19705717265605927,0.2153870016336441,0.24983790516853333
49,0.166134774684906,0.18770533800125122,0.15164770185947418,0.17150096595287323
50,0.15987055003643036,0.18110157549381256,0.15364611148834229,0.1742483675479889
51,0.16120706498622894,0.18181869387626648,0.19661860167980194,0.2275395393371582
52,0.16337566077709198,0.18325267732143402,0.17192292213439941,0.1954740583896637
53,0.16784819960594177,0.1894645094871521,0.17640697956085205,0.2006857544183731
54,0.16399003565311432,0.18511518836021423,0.16551874577999115,0.18770849704742432
55,0.15874111652374268,0.1788625568151474,0.16568826138973236,0.18841257691383362
56,0.17137417197227478,0.19322849810123444,0.17290963232517242,0.1955631524324417
57,0.15597708523273468,0.17465808987617493,0.1729739010334015,0.19673286378383636
58,0.1615951508283615,0.1826842874288559,0.14765341579914093,0.1669805645942688
59,0.15288706123828888,0.1731274276971817,0.19566090404987335,0.2233687937259674
60,0.1561931073665619,0.17582903802394867,0.22313238680362701,0.26274049282073975
61,0.1505417376756668,0.17020177841186523,0.149255633354187,0.1700548678636551
62,0.1511097103357315,0.17002710700035095,0.1704474538564682,0.19494383037090302
63,0.15218780934810638,0.17144852876663208,0.23814496397972107,0.279226690530777
64,0.15295596420764923,0.17178580164909363,0.15320904552936554,0.17376375198364258
65,0.1470278799533844,0.16630518436431885,0.14370743930339813,0.16147997975349426
66,0.14810054004192352,0.16733963787555695,0.1474265605211258,0.16785557568073273
67,0.1450558751821518,0.16339726746082306,0.1392616480588913,0.15748877823352814
68,0.1473526507616043,0.1661994308233261,0.26312440633773804,0.3061082661151886
69,0.14537730813026428,0.1636992245912552,0.15356361865997314,0.17514942586421967
70,0.1444019228219986,0.16266672313213348,0.14638923108577728,0.16572894155979156
71,0.14314022660255432,0.16152086853981018,0.17055007815361023,0.19542936980724335
72,0.14688770473003387,0.16600947082042694,0.14566537737846375,0.16585910320281982
73,0.1394771784543991,0.15694056451320648,0.1340101957321167,0.15161530673503876
74,0.14174669981002808,0.15974286198616028,0.15232454240322113,0.1741797924041748
75,0.13850955665111542,0.1562585085630417,0.13630397617816925,0.15487465262413025
76,0.1391800045967102,0.15708491206169128,0.1411779820919037,0.15980108082294464
77,0.1361253261566162,0.15345819294452667,0.14684000611305237,0.16698364913463593
78,0.1364937424659729,0.15422187745571136,0.1331157386302948,0.1507599651813507
79,0.1361563354730606,0.1534680873155594,0.14423564076423645,0.16444772481918335
80,0.13689465820789337,0.15413939952850342,0.12150902301073074,0.13727745413780212
81,0.14157305657863617,0.15938690304756165,0.1437516212463379,0.16421128809452057
